data
/dataaisummit/2022-sponsors
https://www.immuta.com/
http://amazon.com/
http://google.com/
http://microsoft.com/
https://www.avanade.com/
https://www.accenture.com/
https://www.getcensus.com/
https://www.getdbt.com/
https://www.fivetran.com/
https://www.leaplogic.io/migration-to-databricks.html
https://www.matillion.com/
https://www.prophecy.io/databricks-partners
https://sisudata.com/
https://www.thoughtspot.com/
https://airbyte.com/
https://www.anomalo.com
https://www.astronomer.io
https://atlan.com
https://carto.com
https://www.confluent.io
https://www2.deloitte.com
https://hightouch.io
https://www.influxdata.com
https://www.informatica.com
https://www.intel.com
https://labelbox.com
https://www.lntinfotech.com
https://www.mindtree.com
https://www.ovaledge.com
https://www.precisely.com
https://privacera.com
https://purestorage.com/
https://redis.com/
https://www.sigmacomputing.com
https://www.singlestore.com
https://snowplowanalytics.com
https://www.tellius.com
https://www.wipro.com
https://en.aimmo.ai/
https://www.alteryx.com/products/designer-cloud-trifacta
https://www.atscale.com/
https://www.bigeye.com/
https://www.decodable.co/
https://www.kyvosinsights.com/
https://lakefs.io/
https://lovelytics.com/
https://neo4j.com/
https://spot.io/
https://www.qlik.com/us/
https://www.qwak.com/
https://rockset.com/
https://www.rudderstack.com/
https://www.slalom.com/
https://www.snaplogic.com/
https://www.stardog.com/
https://www.striim.com/
https://www.tecton.ai/
https://www.ticksmith.com/
https://www.unraveldata.com/
https://virtualitics.com/
https://quest.com/
https://lightup.ai/
https://snorkel.ai/
https://www.alation.com/
https://www.acceldata.io/
https://ahana.io/
https://www.amd.com/
https://appen.com/
https://www.arcion.io/
https://www.bigbi.io/
https://bigid.com/
https://www.chainsys.com/
http://collibra.com/
http://continual.ai/
https://www.conviva.com/
https://databand.ai/
https://www.dqlabs.ai/
https://www.firebolt.io/?utm_source=events&utm_medium=referral&utm_campaign=databricks
https://www.montecarlodata.com/
https://www.pepperdata.com/
https://plotly.com/
https://getrightdata.com/
https://www.soda.io/
https://www.starrocks.com/en-US/index
https://streamnative.io/
https://www.acceldata.io/
http://synccomputing.com/
https://wandisco.com/
